Xcoord,Ycoord,Depth
4.02,1.70,61.86000
4.02,1.72,61.94000
4.02,1.74,62.01000
4.02,1.76,62.09000
4.02,1.78,62.17000
4.02,1.80,62.25000
4.02,1.82,62.33000
4.02,1.84,62.41000
4.02,1.86,62.49000
4.02,1.88,62.57000
4.02,1.90,62.66000
4.02,1.92,62.75000
4.02,1.94,62.83000
4.02,1.96,62.92000
4.02,1.98,63.01000
4.02,2.00,63.11000
4.02,2.02,63.20000
4.02,2.04,63.29000
4.02,2.06,63.39000
4.02,2.08,63.48000
4.02,2.10,63.58000
4.02,2.12,63.68000
4.02,2.14,63.78000
4.02,2.16,63.88000
4.02,2.18,63.98000
4.02,2.20,64.09000
4.02,2.22,64.19000
4.02,2.24,64.30000
4.02,2.26,64.41000
4.02,2.28,64.52000
4.02,2.30,64.63000
4.02,2.32,64.74000
4.02,2.34,64.85000
4.02,2.36,64.96000
4.02,2.38,65.08000
4.02,2.40,65.19000
4.02,2.42,65.31000
4.02,2.44,65.43000
4.02,2.46,65.55000
4.02,2.48,65.67000
4.02,2.50,65.79000
4.02,2.52,65.92000
4.02,2.54,66.04000
4.02,2.56,66.17000
4.02,2.58,66.29000
4.02,2.60,66.42000
4.02,2.62,66.55000
4.02,2.64,66.68000
4.02,2.66,66.82000
4.02,2.68,66.95000
4.02,2.70,67.08000
4.02,2.72,67.22000
4.02,2.74,67.36000
4.02,2.76,67.49000
4.02,2.78,67.63000
4.02,2.80,67.77000
4.02,2.82,67.92000
4.02,2.84,68.06000
4.02,2.86,68.20000
4.02,2.88,68.35000
4.02,2.90,68.50000
4.02,2.92,68.64000
4.02,2.94,68.79000
4.02,2.96,68.94000
4.02,2.98,69.10000
4.02,3.00,69.25000
4.02,3.02,69.40000
4.02,3.04,69.56000
4.02,3.06,69.72000
4.02,3.08,69.87000
4.02,3.10,70.03000
4.02,3.12,70.19000
4.02,3.14,70.35000
4.02,3.16,70.52000
4.02,3.18,70.68000
4.02,3.20,70.85000
4.02,3.22,71.01000
4.02,3.24,71.18000
4.02,3.26,71.35000
4.02,3.28,71.52000
4.02,3.30,71.69000
4.02,3.32,71.86000
4.02,3.34,72.04000
4.02,3.36,72.21000
4.02,3.38,72.39000
4.02,3.40,72.57000
4.02,3.42,72.75000
4.02,3.44,72.93000
4.02,3.46,73.11000
4.02,3.48,73.29000
4.02,3.50,73.47000
4.02,3.52,73.66000
4.02,3.54,73.84000
4.02,3.56,74.03000
4.02,3.58,74.22000
4.02,3.60,74.41000
4.02,3.62,74.60000
4.02,3.64,74.79000
4.02,3.66,74.99000
4.02,3.68,75.18000
4.02,3.70,75.38000
4.02,3.72,75.58000
4.02,3.74,75.77000
4.02,3.76,75.97000
4.02,3.78,76.17000
4.02,3.80,76.38000
4.02,3.82,76.58000
4.02,3.84,76.78000
4.02,3.86,76.99000
4.02,3.88,77.20000
4.02,3.90,77.41000
4.02,3.92,77.61000
4.02,3.94,77.83000
4.02,3.96,78.04000
4.02,3.98,78.25000
4.02,4.00,78.47000
4.04,0.00,60.47000
4.04,0.02,60.44000
4.04,0.04,60.41000
4.04,0.06,60.39000
4.04,0.08,60.36000
4.04,0.10,60.34000
4.04,0.12,60.31000
4.04,0.14,60.29000
4.04,0.16,60.27000
4.04,0.18,60.25000
4.04,0.20,60.23000
4.04,0.22,60.22000
4.04,0.24,60.20000
4.04,0.26,60.19000
4.04,0.28,60.17000
4.04,0.30,60.16000
4.04,0.32,60.15000
4.04,0.34,60.14000
4.04,0.36,60.13000
4.04,0.38,60.12000
4.04,0.40,60.12000
4.04,0.42,60.11000
4.04,0.44,60.11000
4.04,0.46,60.10000
4.04,0.48,60.10000
4.04,0.50,60.10000
4.04,0.52,60.10000
4.04,0.54,60.10000
4.04,0.56,60.11000
4.04,0.58,60.11000
4.04,0.60,60.12000
4.04,0.62,60.12000
4.04,0.64,60.13000
4.04,0.66,60.14000
4.04,0.68,60.15000
4.04,0.70,60.16000
4.04,0.72,60.17000
4.04,0.74,60.19000
4.04,0.76,60.20000
4.04,0.78,60.22000
4.04,0.80,60.23000
4.04,0.82,60.25000
4.04,0.84,60.27000
4.04,0.86,60.29000
4.04,0.88,60.31000
4.04,0.90,60.34000
4.04,0.92,60.36000
4.04,0.94,60.39000
4.04,0.96,60.41000
4.04,0.98,60.44000
4.04,1.00,60.47000
4.04,1.02,60.50000
4.04,1.04,60.53000
4.04,1.06,60.56000
4.04,1.08,60.60000
4.04,1.10,60.63000
4.04,1.12,60.67000
4.04,1.14,60.70000
4.04,1.16,60.74000
4.04,1.18,60.78000
4.04,1.20,60.82000
4.04,1.22,60.86000
4.04,1.24,60.91000
4.04,1.26,60.95000
4.04,1.28,61.00000
4.04,1.30,61.04000
4.04,1.32,61.09000
4.04,1.34,61.14000
4.04,1.36,61.19000
4.04,1.38,61.24000
4.04,1.40,61.29000
4.04,1.42,61.35000
4.04,1.44,61.40000
4.04,1.46,61.46000
4.04,1.48,61.51000
4.04,1.50,61.57000
4.04,1.52,61.63000
4.04,1.54,61.69000
4.04,1.56,61.76000
4.04,1.58,61.82000
4.04,1.60,61.88000
4.04,1.62,61.95000
4.04,1.64,62.01000
4.04,1.66,62.08000
4.04,1.68,62.15000
4.04,1.70,62.22000
4.04,1.72,62.29000
4.04,1.74,62.36000
4.04,1.76,62.44000
4.04,1.78,62.51000
4.04,1.80,62.59000
4.04,1.82,62.67000
4.04,1.84,62.74000
4.04,1.86,62.82000
4.04,1.88,62.90000
4.04,1.90,62.99000
4.04,1.92,63.07000
4.04,1.94,63.15000
4.04,1.96,63.24000
4.04,1.98,63.33000
4.04,2.00,63.41000
4.04,2.02,63.50000
4.04,2.04,63.59000
4.04,2.06,63.68000
4.04,2.08,63.78000
4.04,2.10,63.87000
4.04,2.12,63.96000
4.04,2.14,64.06000
4.04,2.16,64.16000
4.04,2.18,64.26000
4.04,2.20,64.36000
4.04,2.22,64.46000
4.04,2.24,64.56000
4.04,2.26,64.66000
4.04,2.28,64.77000
4.04,2.30,64.87000
4.04,2.32,64.98000
4.04,2.34,65.08000
4.04,2.36,65.19000
4.04,2.38,65.30000
4.04,2.40,65.42000
4.04,2.42,65.53000
4.04,2.44,65.64000
4.04,2.46,65.76000
4.04,2.48,65.87000
4.04,2.50,65.99000
4.04,2.52,66.11000
4.04,2.54,66.23000
4.04,2.56,66.35000
4.04,2.58,66.47000
4.04,2.60,66.59000
4.04,2.62,66.72000
4.04,2.64,66.84000
4.04,2.66,66.97000
4.04,2.68,67.10000
4.04,2.70,67.23000
4.04,2.72,67.36000
4.04,2.74,67.49000
4.04,2.76,67.62000
4.04,2.78,67.75000
4.04,2.80,67.89000
4.04,2.82,68.02000
4.04,2.84,68.16000
4.04,2.86,68.30000
4.04,2.88,68.44000
4.04,2.90,68.58000
4.04,2.92,68.72000
4.04,2.94,68.86000
4.04,2.96,69.01000
4.04,2.98,69.15000
4.04,3.00,69.30000
4.04,3.02,69.45000
4.04,3.04,69.60000
4.04,3.06,69.75000
4.04,3.08,69.90000
4.04,3.10,70.05000
4.04,3.12,70.21000
4.04,3.14,70.36000
4.04,3.16,70.52000
4.04,3.18,70.67000
4.04,3.20,70.83000
4.04,3.22,70.99000
4.04,3.24,71.15000
4.04,3.26,71.31000
4.04,3.28,71.48000
4.04,3.30,71.64000
4.04,3.32,71.81000
4.04,3.34,71.97000
4.04,3.36,72.14000
4.04,3.38,72.31000
4.04,3.40,72.48000
4.04,3.42,72.65000
4.04,3.44,72.82000
4.04,3.46,73.00000
4.04,3.48,73.17000
4.04,3.50,73.35000
4.04,3.52,73.53000
4.04,3.54,73.70000
4.04,3.56,73.88000
4.04,3.58,74.07000
4.04,3.60,74.25000
4.04,3.62,74.43000
4.04,3.64,74.61000
4.04,3.66,74.80000
4.04,3.68,74.99000
4.04,3.70,75.17000
4.04,3.72,75.36000
4.04,3.74,75.55000
4.04,3.76,75.74000
4.04,3.78,75.94000
4.04,3.80,76.13000
4.04,3.82,76.33000
4.04,3.84,76.52000
4.04,3.86,76.72000
4.04,3.88,76.92000
4.04,3.90,77.12000
4.04,3.92,77.32000
4.04,3.94,77.52000
4.04,3.96,77.72000
4.04,3.98,77.93000
4.04,4.00,78.13000
4.06,0.00,60.91000
4.06,0.02,60.88000
4.06,0.04,60.85000
4.06,0.06,60.83000
4.06,0.08,60.80000
4.06,0.10,60.78000
4.06,0.12,60.76000
4.06,0.14,60.74000
4.06,0.16,60.72000
4.06,0.18,60.70000
4.06,0.20,60.68000
4.06,0.22,60.67000
4.06,0.24,60.65000
4.06,0.26,60.64000
4.06,0.28,60.62000
4.06,0.30,60.61000
4.06,0.32,60.60000
4.06,0.34,60.59000
4.06,0.36,60.58000
4.06,0.38,60.58000
4.06,0.40,60.57000
4.06,0.42,60.56000
4.06,0.44,60.56000
4.06,0.46,60.56000
4.06,0.48,60.56000
4.06,0.50,60.56000
4.06,0.52,60.56000
4.06,0.54,60.56000
4.06,0.56,60.56000
4.06,0.58,60.56000
4.06,0.60,60.57000
4.06,0.62,60.58000
4.06,0.64,60.58000
4.06,0.66,60.59000
4.06,0.68,60.60000
4.06,0.70,60.61000
4.06,0.72,60.62000
4.06,0.74,60.64000
4.06,0.76,60.65000
4.06,0.78,60.67000
4.06,0.80,60.68000
4.06,0.82,60.70000
4.06,0.84,60.72000
4.06,0.86,60.74000
4.06,0.88,60.76000
4.06,0.90,60.78000
4.06,0.92,60.80000
4.06,0.94,60.83000
4.06,0.96,60.85000
4.06,0.98,60.88000
4.06,1.00,60.91000
4.06,1.02,60.94000
4.06,1.04,60.97000
4.06,1.06,61.00000
4.06,1.08,61.03000
4.06,1.10,61.06000
4.06,1.12,61.10000
4.06,1.14,61.13000
4.06,1.16,61.17000
4.06,1.18,61.21000
4.06,1.20,61.25000
4.06,1.22,61.29000
4.06,1.24,61.33000
4.06,1.26,61.37000
4.06,1.28,61.41000
4.06,1.30,61.46000
4.06,1.32,61.50000
4.06,1.34,61.55000
4.06,1.36,61.60000
4.06,1.38,61.65000
4.06,1.40,61.70000
4.06,1.42,61.75000
4.06,1.44,61.80000
4.06,1.46,61.85000
4.06,1.48,61.91000
4.06,1.50,61.96000
4.06,1.52,62.02000
4.06,1.54,62.08000
4.06,1.56,62.14000
4.06,1.58,62.20000
4.06,1.60,62.26000
4.06,1.62,62.32000
4.06,1.64,62.39000
4.06,1.66,62.45000
4.06,1.68,62.52000
4.06,1.70,62.58000
4.06,1.72,62.65000
4.06,1.74,62.72000
4.06,1.76,62.79000
4.06,1.78,62.86000
4.06,1.80,62.94000
4.06,1.82,63.01000
4.06,1.84,63.08000
4.06,1.86,63.16000
4.06,1.88,63.24000
4.06,1.90,63.32000
4.06,1.92,63.39000
4.06,1.94,63.48000
4.06,1.96,63.56000
4.06,1.98,63.64000
4.06,2.00,63.72000
4.06,2.02,63.81000
4.06,2.04,63.89000
4.06,2.06,63.98000
4.06,2.08,64.07000
4.06,2.10,64.16000
4.06,2.12,64.25000
4.06,2.14,64.34000
4.06,2.16,64.44000
4.06,2.18,64.53000
4.06,2.20,64.62000
4.06,2.22,64.72000
4.06,2.24,64.82000
4.06,2.26,64.92000
4.06,2.28,65.02000
4.06,2.30,65.12000
4.06,2.32,65.22000
4.06,2.34,65.32000
4.06,2.36,65.43000
4.06,2.38,65.53000
4.06,2.40,65.64000
4.06,2.42,65.75000
4.06,2.44,65.85000
4.06,2.46,65.96000
4.06,2.48,66.08000
4.06,2.50,66.19000
4.06,2.52,66.30000
4.06,2.54,66.42000
4.06,2.56,66.53000
4.06,2.58,66.65000
4.06,2.60,66.76000
4.06,2.62,66.88000
4.06,2.64,67.00000
4.06,2.66,67.12000
4.06,2.68,67.25000
4.06,2.70,67.37000
4.06,2.72,67.49000
4.06,2.74,67.62000
4.06,2.76,67.75000
4.06,2.78,67.87000
4.06,2.80,68.00000
4.06,2.82,68.13000
4.06,2.84,68.27000
4.06,2.86,68.40000
4.06,2.88,68.53000
4.06,2.90,68.67000
4.06,2.92,68.80000
4.06,2.94,68.94000
4.06,2.96,69.08000
4.06,2.98,69.22000
4.06,3.00,69.36000
4.06,3.02,69.50000
4.06,3.04,69.64000
4.06,3.06,69.78000
4.06,3.08,69.93000
4.06,3.10,70.07000
4.06,3.12,70.22000
4.06,3.14,70.37000
4.06,3.16,70.52000
4.06,3.18,70.67000
4.06,3.20,70.82000
4.06,3.22,70.97000
4.06,3.24,71.13000
4.06,3.26,71.28000
4.06,3.28,71.44000
4.06,3.30,71.59000
4.06,3.32,71.75000
4.06,3.34,71.91000
4.06,3.36,72.07000
4.06,3.38,72.23000
4.06,3.40,72.40000
4.06,3.42,72.56000
4.06,3.44,72.73000
4.06,3.46,72.89000
4.06,3.48,73.06000
4.06,3.50,73.23000
4.06,3.52,73.40000
4.06,3.54,73.57000
4.06,3.56,73.74000
4.06,3.58,73.91000
4.06,3.60,74.09000
4.06,3.62,74.26000
4.06,3.64,74.44000
4.06,3.66,74.62000
4.06,3.68,74.79000
4.06,3.70,74.97000
4.06,3.72,75.15000
4.06,3.74,75.34000
4.06,3.76,75.52000
4.06,3.78,75.70000
4.06,3.80,75.89000
4.06,3.82,76.08000
4.06,3.84,76.26000
4.06,3.86,76.45000
4.06,3.88,76.64000
4.06,3.90,76.83000
4.06,3.92,77.02000
4.06,3.94,77.22000
4.06,3.96,77.41000
4.06,3.98,77.61000
4.06,4.00,77.80000
4.08,0.00,61.35000
4.08,0.02,61.32000
4.08,0.04,61.30000
4.08,0.06,61.27000
4.08,0.08,61.25000
4.08,0.10,61.23000
4.08,0.12,61.21000
4.08,0.14,61.19000
4.08,0.16,61.17000
4.08,0.18,61.15000
4.08,0.20,61.13000
4.08,0.22,61.12000
4.08,0.24,61.10000
4.08,0.26,61.09000
4.08,0.28,61.08000
4.08,0.30,61.07000
4.08,0.32,61.06000
4.08,0.34,61.05000
4.08,0.36,61.04000
4.08,0.38,61.03000
4.08,0.40,61.03000
4.08,0.42,61.02000
4.08,0.44,61.02000
4.08,0.46,61.01000
4.08,0.48,61.01000
4.08,0.50,61.01000
4.08,0.52,61.01000
4.08,0.54,61.01000
4.08,0.56,61.02000
4.08,0.58,61.02000
4.08,0.60,61.03000
4.08,0.62,61.03000
4.08,0.64,61.04000
4.08,0.66,61.05000
4.08,0.68,61.06000
4.08,0.70,61.07000
4.08,0.72,61.08000
4.08,0.74,61.09000
4.08,0.76,61.10000
4.08,0.78,61.12000
4.08,0.80,61.13000
4.08,0.82,61.15000
4.08,0.84,61.17000
4.08,0.86,61.19000
4.08,0.88,61.21000
4.08,0.90,61.23000
4.08,0.92,61.25000
4.08,0.94,61.27000
4.08,0.96,61.30000
4.08,0.98,61.32000
4.08,1.00,61.35000
4.08,1.02,61.38000
4.08,1.04,61.40000
4.08,1.06,61.43000
4.08,1.08,61.46000
4.08,1.10,61.50000
4.08,1.12,61.53000
4.08,1.14,61.56000
4.08,1.16,61.60000
4.08,1.18,61.63000
4.08,1.20,61.67000
4.08,1.22,61.71000
4.08,1.24,61.75000
4.08,1.26,61.79000
4.08,1.28,61.83000
4.08,1.30,61.87000
4.08,1.32,61.92000
4.08,1.34,61.96000
4.08,1.36,62.01000
4.08,1.38,62.05000
4.08,1.40,62.10000
4.08,1.42,62.15000
4.08,1.44,62.20000
4.08,1.46,62.25000
4.08,1.48,62.30000
4.08,1.50,62.36000
4.08,1.52,62.41000
4.08,1.54,62.47000
4.08,1.56,62.52000
4.08,1.58,62.58000
4.08,1.60,62.64000
4.08,1.62,62.70000
4.08,1.64,62.76000
4.08,1.66,62.82000
4.08,1.68,62.88000
4.08,1.70,62.95000
4.08,1.72,63.01000
4.08,1.74,63.08000
4.08,1.76,63.15000
4.08,1.78,63.21000
4.08,1.80,63.28000
4.08,1.82,63.35000
4.08,1.84,63.43000
4.08,1.86,63.50000
4.08,1.88,63.57000
4.08,1.90,63.65000
4.08,1.92,63.72000
4.08,1.94,63.80000
4.08,1.96,63.88000
4.08,1.98,63.96000
4.08,2.00,64.04000
4.08,2.02,64.12000
4.08,2.04,64.20000
4.08,2.06,64.28000
4.08,2.08,64.37000
4.08,2.10,64.45000
4.08,2.12,64.54000
4.08,2.14,64.63000
4.08,2.16,64.72000
4.08,2.18,64.81000
4.08,2.20,64.90000
4.08,2.22,64.99000
4.08,2.24,65.08000
4.08,2.26,65.18000
4.08,2.28,65.27000
4.08,2.30,65.37000
4.08,2.32,65.46000
4.08,2.34,65.56000
4.08,2.36,65.66000
4.08,2.38,65.76000
4.08,2.40,65.86000
4.08,2.42,65.97000
4.08,2.44,66.07000
4.08,2.46,66.18000
4.08,2.48,66.28000
4.08,2.50,66.39000
4.08,2.52,66.50000
4.08,2.54,66.61000
4.08,2.56,66.72000
4.08,2.58,66.83000
4.08,2.60,66.94000
4.08,2.62,67.05000
4.08,2.64,67.17000
4.08,2.66,67.28000
4.08,2.68,67.40000
4.08,2.70,67.52000
4.08,2.72,67.64000
4.08,2.74,67.76000
4.08,2.76,67.88000
4.08,2.78,68.00000
4.08,2.80,68.12000
4.08,2.82,68.25000
4.08,2.84,68.37000
4.08,2.86,68.50000
4.08,2.88,68.63000
4.08,2.90,68.75000
4.08,2.92,68.88000
4.08,2.94,69.01000
4.08,2.96,69.15000
4.08,2.98,69.28000
4.08,3.00,69.41000
4.08,3.02,69.55000
4.08,3.04,69.68000
4.08,3.06,69.82000
4.08,3.08,69.96000
4.08,3.10,70.10000
4.08,3.12,70.24000
4.08,3.14,70.38000
4.08,3.16,70.52000
4.08,3.18,70.67000
4.08,3.20,70.81000
4.08,3.22,70.96000
4.08,3.24,71.10000
4.08,3.26,71.25000
4.08,3.28,71.40000
4.08,3.30,71.55000
4.08,3.32,71.70000
4.08,3.34,71.85000
4.08,3.36,72.01000
4.08,3.38,72.16000
4.08,3.40,72.32000
4.08,3.42,72.47000
4.08,3.44,72.63000
4.08,3.46,72.79000
4.08,3.48,72.95000
4.08,3.50,73.11000
4.08,3.52,73.27000
4.08,3.54,73.43000
4.08,3.56,73.60000
4.08,3.58,73.76000
4.08,3.60,73.93000
4.08,3.62,74.10000
4.08,3.64,74.26000
4.08,3.66,74.43000
4.08,3.68,74.60000
4.08,3.70,74.78000
4.08,3.72,74.95000
4.08,3.74,75.12000
4.08,3.76,75.30000
4.08,3.78,75.47000
4.08,3.80,75.65000
4.08,3.82,75.83000
4.08,3.84,76.01000
4.08,3.86,76.19000
4.08,3.88,76.37000
4.08,3.90,76.55000
4.08,3.92,76.73000
4.08,3.94,76.92000
4.08,3.96,77.10000
4.08,3.98,77.29000
4.08,4.00,77.48000
4.10,0.00,61.79000
4.10,0.02,61.77000
4.10,0.04,61.74000
4.10,0.06,61.72000
4.10,0.08,61.70000
4.10,0.10,61.68000
4.10,0.12,61.66000
4.10,0.14,61.64000
4.10,0.16,61.62000
4.10,0.18,61.60000
4.10,0.20,61.59000
4.10,0.22,61.57000
4.10,0.24,61.56000
4.10,0.26,61.55000
4.10,0.28,61.53000
4.10,0.30,61.52000
4.10,0.32,61.51000
4.10,0.34,61.50000
4.10,0.36,61.50000
4.10,0.38,61.49000
4.10,0.40,61.48000
4.10,0.42,61.48000
4.10,0.44,61.48000
4.10,0.46,61.47000
4.10,0.48,61.47000
4.10,0.50,61.47000
4.10,0.52,61.47000
4.10,0.54,61.47000
4.10,0.56,61.48000
4.10,0.58,61.48000
4.10,0.60,61.48000
4.10,0.62,61.49000
4.10,0.64,61.50000
4.10,0.66,61.50000
4.10,0.68,61.51000
4.10,0.70,61.52000
4.10,0.72,61.53000
4.10,0.74,61.55000
4.10,0.76,61.56000
4.10,0.78,61.57000
4.10,0.80,61.59000
4.10,0.82,61.60000
4.10,0.84,61.62000
4.10,0.86,61.64000
4.10,0.88,61.66000
4.10,0.90,61.68000
4.10,0.92,61.70000
4.10,0.94,61.72000
4.10,0.96,61.74000
4.10,0.98,61.77000
4.10,1.00,61.79000
4.10,1.02,61.82000
4.10,1.04,61.85000
4.10,1.06,61.87000
4.10,1.08,61.90000
4.10,1.10,61.93000
4.10,1.12,61.96000
4.10,1.14,62.00000
4.10,1.16,62.03000
4.10,1.18,62.06000
4.10,1.20,62.10000
4.10,1.22,62.14000
4.10,1.24,62.17000
4.10,1.26,62.21000
4.10,1.28,62.25000
4.10,1.30,62.29000
4.10,1.32,62.33000
4.10,1.34,62.38000
4.10,1.36,62.42000
4.10,1.38,62.46000
4.10,1.40,62.51000
4.10,1.42,62.56000
4.10,1.44,62.60000
4.10,1.46,62.65000
4.10,1.48,62.70000
4.10,1.50,62.75000
4.10,1.52,62.80000
4.10,1.54,62.86000
4.10,1.56,62.91000
4.10,1.58,62.96000
4.10,1.60,63.02000
4.10,1.62,63.08000
4.10,1.64,63.14000
4.10,1.66,63.19000
4.10,1.68,63.25000
4.10,1.70,63.32000
4.10,1.72,63.38000
4.10,1.74,63.44000
4.10,1.76,63.50000
4.10,1.78,63.57000
4.10,1.80,63.64000
4.10,1.82,63.70000
4.10,1.84,63.77000
4.10,1.86,63.84000
4.10,1.88,63.91000
4.10,1.90,63.98000
4.10,1.92,64.05000
4.10,1.94,64.13000
4.10,1.96,64.20000
4.10,1.98,64.28000
4.10,2.00,64.35000
4.10,2.02,64.43000
4.10,2.04,64.51000
4.10,2.06,64.59000
4.10,2.08,64.67000
4.10,2.10,64.75000
4.10,2.12,64.83000
4.10,2.14,64.91000
4.10,2.16,65.00000
4.10,2.18,65.08000
4.10,2.20,65.17000
4.10,2.22,65.26000
4.10,2.24,65.35000
4.10,2.26,65.44000
4.10,2.28,65.53000
4.10,2.30,65.62000
4.10,2.32,65.71000
4.10,2.34,65.81000
4.10,2.36,65.90000
4.10,2.38,66.00000
4.10,2.40,66.09000
4.10,2.42,66.19000
4.10,2.44,66.29000
4.10,2.46,66.39000
4.10,2.48,66.49000
4.10,2.50,66.59000
4.10,2.52,66.69000
4.10,2.54,66.80000
4.10,2.56,66.90000
4.10,2.58,67.01000
4.10,2.60,67.12000
4.10,2.62,67.22000
4.10,2.64,67.33000
4.10,2.66,67.44000
4.10,2.68,67.56000
4.10,2.70,67.67000
4.10,2.72,67.78000
4.10,2.74,67.89000
4.10,2.76,68.01000
4.10,2.78,68.13000
4.10,2.80,68.24000
4.10,2.82,68.36000
4.10,2.84,68.48000
4.10,2.86,68.60000
4.10,2.88,68.72000
4.10,2.90,68.84000
4.10,2.92,68.97000
4.10,2.94,69.09000
4.10,2.96,69.22000
4.10,2.98,69.34000
4.10,3.00,69.47000
4.10,3.02,69.60000
4.10,3.04,69.73000
4.10,3.06,69.86000
4.10,3.08,69.99000
4.10,3.10,70.12000
4.10,3.12,70.26000
4.10,3.14,70.39000
4.10,3.16,70.53000
4.10,3.18,70.67000
4.10,3.20,70.80000
4.10,3.22,70.94000
4.10,3.24,71.08000
4.10,3.26,71.22000
4.10,3.28,71.36000
4.10,3.30,71.51000
4.10,3.32,71.65000
4.10,3.34,71.80000
4.10,3.36,71.94000
4.10,3.38,72.09000
4.10,3.40,72.24000
4.10,3.42,72.39000
4.10,3.44,72.54000
4.10,3.46,72.69000
4.10,3.48,72.84000
4.10,3.50,72.99000
4.10,3.52,73.15000
4.10,3.54,73.30000
4.10,3.56,73.46000
4.10,3.58,73.61000
4.10,3.60,73.77000
4.10,3.62,73.93000
4.10,3.64,74.09000
4.10,3.66,74.25000
4.10,3.68,74.42000
4.10,3.70,74.58000
4.10,3.72,74.74000
4.10,3.74,74.91000
4.10,3.76,75.08000
4.10,3.78,75.24000
4.10,3.80,75.41000
4.10,3.82,75.58000
4.10,3.84,75.75000
4.10,3.86,75.92000
4.10,3.88,76.10000
4.10,3.90,76.27000
4.10,3.92,76.44000
4.10,3.94,76.62000
4.10,3.96,76.80000
4.10,3.98,76.97000
4.10,4.00,77.15000
4.12,0.00,62.24000
4.12,0.02,62.21000
4.12,0.04,62.19000
4.12,0.06,62.17000
4.12,0.08,62.15000
4.12,0.10,62.13000
4.12,0.12,62.11000
4.12,0.14,62.09000
4.12,0.16,62.07000
4.12,0.18,62.06000
4.12,0.20,62.04000
4.12,0.22,62.03000
4.12,0.24,62.02000
4.12,0.26,62.00000
4.12,0.28,61.99000
4.12,0.30,61.98000
4.12,0.32,61.97000
4.12,0.34,61.97000
4.12,0.36,61.96000
4.12,0.38,61.95000
4.12,0.40,61.95000
4.12,0.42,61.94000
4.12,0.44,61.94000
4.12,0.46,61.94000
4.12,0.48,61.93000
4.12,0.50,61.93000
4.12,0.52,61.93000
4.12,0.54,61.94000
4.12,0.56,61.94000
4.12,0.58,61.94000
4.12,0.60,61.95000
4.12,0.62,61.95000
4.12,0.64,61.96000
4.12,0.66,61.97000
4.12,0.68,61.97000
4.12,0.70,61.98000
4.12,0.72,61.99000
4.12,0.74,62.00000
4.12,0.76,62.02000
4.12,0.78,62.03000
4.12,0.80,62.04000
4.12,0.82,62.06000
4.12,0.84,62.07000
4.12,0.86,62.09000
4.12,0.88,62.11000
4.12,0.90,62.13000
4.12,0.92,62.15000
4.12,0.94,62.17000
4.12,0.96,62.19000
4.12,0.98,62.21000
4.12,1.00,62.24000
4.12,1.02,62.26000
4.12,1.04,62.29000
4.12,1.06,62.32000
4.12,1.08,62.34000
4.12,1.10,62.37000
4.12,1.12,62.40000
4.12,1.14,62.43000
4.12,1.16,62.46000
4.12,1.18,62.50000
4.12,1.20,62.53000
4.12,1.22,62.56000
4.12,1.24,62.60000
4.12,1.26,62.64000
4.12,1.28,62.67000
4.12,1.30,62.71000
4.12,1.32,62.75000
4.12,1.34,62.79000
4.12,1.36,62.83000
4.12,1.38,62.88000
4.12,1.40,62.92000
4.12,1.42,62.96000
4.12,1.44,63.01000
4.12,1.46,63.05000
4.12,1.48,63.10000
4.12,1.50,63.15000
4.12,1.52,63.20000
4.12,1.54,63.25000
4.12,1.56,63.30000
4.12,1.58,63.35000
4.12,1.60,63.41000
4.12,1.62,63.46000
4.12,1.64,63.51000
4.12,1.66,63.57000
4.12,1.68,63.63000
4.12,1.70,63.69000
4.12,1.72,63.74000
4.12,1.74,63.80000
4.12,1.76,63.86000
4.12,1.78,63.93000
4.12,1.80,63.99000
4.12,1.82,64.05000
4.12,1.84,64.12000
4.12,1.86,64.18000
4.12,1.88,64.25000
4.12,1.90,64.32000
4.12,1.92,64.39000
4.12,1.94,64.46000
4.12,1.96,64.53000
4.12,1.98,64.60000
4.12,2.00,64.67000
4.12,2.02,64.74000
4.12,2.04,64.82000
4.12,2.06,64.89000
4.12,2.08,64.97000
4.12,2.10,65.05000
4.12,2.12,65.13000
4.12,2.14,65.20000
4.12,2.16,65.28000
4.12,2.18,65.37000
4.12,2.20,65.45000
4.12,2.22,65.53000
4.12,2.24,65.62000
4.12,2.26,65.70000
4.12,2.28,65.79000
4.12,2.30,65.87000
4.12,2.32,65.96000
4.12,2.34,66.05000
4.12,2.36,66.14000
4.12,2.38,66.23000
4.12,2.40,66.32000
4.12,2.42,66.42000
4.12,2.44,66.51000
4.12,2.46,66.61000
4.12,2.48,66.70000
4.12,2.50,66.80000
4.12,2.52,66.90000
4.12,2.54,66.99000
4.12,2.56,67.09000
4.12,2.58,67.19000
4.12,2.60,67.30000
4.12,2.62,67.40000
4.12,2.64,67.50000
4.12,2.66,67.61000
4.12,2.68,67.71000
4.12,2.70,67.82000
4.12,2.72,67.93000
4.12,2.74,68.04000
4.12,2.76,68.14000
4.12,2.78,68.26000
4.12,2.80,68.37000
4.12,2.82,68.48000
4.12,2.84,68.59000
4.12,2.86,68.71000
4.12,2.88,68.82000
4.12,2.90,68.94000
4.12,2.92,69.06000
4.12,2.94,69.17000
4.12,2.96,69.29000
4.12,2.98,69.41000
4.12,3.00,69.53000
4.12,3.02,69.66000
4.12,3.04,69.78000
4.12,3.06,69.90000
4.12,3.08,70.03000
